Autor1,Autor2,Evento
Francisco Nivando Bezerra,Savio Lopes Rabelo,SEMISH
Francisco Nivando Bezerra,Tamara Arruda Pereira,SEMISH
Savio Lopes Rabelo,Tamara Arruda Pereira,SEMISH
Antônio Rodrigues,Artur Veloso,SBCUP
Antônio Rodrigues,Halysson Júnior,SBCUP
Antônio Rodrigues,Joel Rodrigues,SBCUP
Antônio Rodrigues,José Sobral,SBCUP
Antônio Rodrigues,Ricardo Rabêlo,SBCUP
Artur Veloso,Halysson Júnior,SBCUP
Artur Veloso,Joel Rodrigues,SBCUP
Artur Veloso,José Sobral,SBCUP
Artur Veloso,Ricardo Rabêlo,SBCUP
Halysson Júnior,Joel Rodrigues,SBCUP
Halysson Júnior,José Sobral,SBCUP
Halysson Júnior,Ricardo Rabêlo,SBCUP
Joel Rodrigues,José Sobral,SBCUP
Joel Rodrigues,Ricardo Rabêlo,SBCUP
José Sobral,Ricardo Rabêlo,SBCUP
Danilo Vasconcelos,Rossana Andrade,SBCUP
Danilo Vasconcelos,Valdenir Severino,SBCUP
Rossana Andrade,Valdenir Severino,SBCUP
Mateus Coelho Silva,Ricardo Augusto Rabelo Oliveira,SEMISH
Mateus Coelho Silva,Saul Delabrida,SEMISH
Mateus Coelho Silva,Sérvio Pontes Ribeiro,SEMISH
Ricardo Augusto Rabelo Oliveira,Saul Delabrida,SEMISH
Ricardo Augusto Rabelo Oliveira,Sérvio Pontes Ribeiro,SEMISH
Saul Delabrida,Sérvio Pontes Ribeiro,SEMISH
Andre Aquino,Hyuri Maciel,SBCUP
Fabíola Pantoja O. Araújo,Geisiane S. Matos,WIT
Fabíola Pantoja O. Araújo,Sara das Mercês Silva,WIT
Fabíola Pantoja O. Araújo,Tatiane A. Nascimento,WIT
Geisiane S. Matos,Sara das Mercês Silva,WIT
Geisiane S. Matos,Tatiane A. Nascimento,WIT
Sara das Mercês Silva,Tatiane A. Nascimento,WIT
Josiane Porto,Tiago Lima,WASHES
Barbara Ramos,Leonardo Gargano,WASHES
Barbara Ramos,Marcelo Fornazin,WASHES
Leonardo Gargano,Marcelo Fornazin,WASHES
Ana Santos,Ricardo Souza,WASHES
André R. Ortoncelli,Jeferson V. L. Albino,WEI
André R. Ortoncelli,Newton C. Will,WEI
André R. Ortoncelli,Rafael A. P. de Oliveira,WEI
Jeferson V. L. Albino,Newton C. Will,WEI
Jeferson V. L. Albino,Rafael A. P. de Oliveira,WEI
Newton C. Will,Rafael A. P. de Oliveira,WEI
Cândida Nunes da Silva,Orlando Lee,ETC
André Ribeiro,Caroline Patrão,ETC
André Ribeiro,Celina Figueiredo,ETC
André Ribeiro,Diane Castonguay,ETC
André Ribeiro,Luis Kowada,ETC
Caroline Patrão,Celina Figueiredo,ETC
Caroline Patrão,Diane Castonguay,ETC
Caroline Patrão,Luis Kowada,ETC
Celina Figueiredo,Diane Castonguay,ETC
Celina Figueiredo,Luis Kowada,ETC
Diane Castonguay,Luis Kowada,ETC
Guilherme G. Arcencio,Matheus T. Mattioli,ETC
Guilherme G. Arcencio,Mário César San Felice,ETC
Guilherme G. Arcencio,Pedro H. D. B. Hokama,ETC
Matheus T. Mattioli,Mário César San Felice,ETC
Matheus T. Mattioli,Pedro H. D. B. Hokama,ETC
Mário César San Felice,Pedro H. D. B. Hokama,ETC
Aluizio Haendchen Filho,Anita Fernandes,SEMISH
Aluizio Haendchen Filho,Jonathan Nau,SEMISH
Aluizio Haendchen Filho,Rudimar Luís Scaranto Dazzi,SEMISH
Anita Fernandes,Jonathan Nau,SEMISH
Anita Fernandes,Rudimar Luís Scaranto Dazzi,SEMISH
Jonathan Nau,Rudimar Luís Scaranto Dazzi,SEMISH
Anderson Y. Iwasaki,Elisa Yumi Nakagawa,SEMISH
Anderson Y. Iwasaki,João Paulo K. S. Nunes,SEMISH
Anderson Y. Iwasaki,Thiago Bianchi,SEMISH
Elisa Yumi Nakagawa,João Paulo K. S. Nunes,SEMISH
Elisa Yumi Nakagawa,Thiago Bianchi,SEMISH
João Paulo K. S. Nunes,Thiago Bianchi,SEMISH
André L. Vignatti,Murilo V. G. da Silva,CTD
André L. Vignatti,Nicollas M. Sdroievski,CTD
Murilo V. G. da Silva,Nicollas M. Sdroievski,CTD
Francisco Airton Silva,Igor Gonçalves,WPerformance
Francisco Airton Silva,Iure Fé,WPerformance
Francisco Airton Silva,Laécio Rodrigues,WPerformance
Francisco Airton Silva,Patrícia Endo,WPerformance
Igor Gonçalves,Iure Fé,WPerformance
Igor Gonçalves,Laécio Rodrigues,WPerformance
Igor Gonçalves,Patrícia Endo,WPerformance
Iure Fé,Laécio Rodrigues,WPerformance
Iure Fé,Patrícia Endo,WPerformance
Laécio Rodrigues,Patrícia Endo,WPerformance
Brenner H. O. Rios,Eduardo C. Xavier,ETC
Brenner H. O. Rios,Flávio K. Miyazawa,ETC
Brenner H. O. Rios,Pedro Amorim,ETC
Eduardo C. Xavier,Flávio K. Miyazawa,ETC
Eduardo C. Xavier,Pedro Amorim,ETC
Flávio K. Miyazawa,Pedro Amorim,ETC
Angélica F. S. Dias,Beatriz Saburido,WIT
Angélica F. S. Dias,Juliana B. S. França,WIT
Beatriz Saburido,Juliana B. S. França,WIT
Davy M. S. Gomes,Fernanda Castelo Branco Santana,WEI
Davy M. S. Gomes,Fernanda Silveira,WEI
Davy M. S. Gomes,Igo Amauri S. Luz,WEI
Davy M. S. Gomes,Luciano T. Silva,WEI
Davy M. S. Gomes,Rebeca dos Santos,WEI
Fernanda Castelo Branco Santana,Fernanda Silveira,WEI
Fernanda Castelo Branco Santana,Igo Amauri S. Luz,WEI
Fernanda Castelo Branco Santana,Luciano T. Silva,WEI
Fernanda Castelo Branco Santana,Rebeca dos Santos,WEI
Fernanda Silveira,Igo Amauri S. Luz,WEI
Fernanda Silveira,Luciano T. Silva,WEI
Fernanda Silveira,Rebeca dos Santos,WEI
Igo Amauri S. Luz,Luciano T. Silva,WEI
Igo Amauri S. Luz,Rebeca dos Santos,WEI
Luciano T. Silva,Rebeca dos Santos,WEI
Jonice Oliveira,Luiz Paulo Carvalho,WASHES
Bruno Pasqualotto Cavalar,Yoshiharu Kohayakawa,CTD
Marcelo E. Vendramin,Álvaro J. P. Franco,ETC
Alex Calado,Ricardo de Souza,WASHES
Gilvaneide Francisca Gomes,Ricardo André Cavalcante de Souza,WEI
Ana Barbosa,Diego Hoss,WEI
Ana Barbosa,Gil Andrade,WEI
Ana Barbosa,Lana Gomes,WEI
Diego Hoss,Gil Andrade,WEI
Diego Hoss,Lana Gomes,WEI
Gil Andrade,Lana Gomes,WEI
Ildenê F. S. Mota,Kamilla Taiwhscki B. Silva,WIT
Ildenê F. S. Mota,Viviane A. Santos,WIT
Kamilla Taiwhscki B. Silva,Viviane A. Santos,WIT
Erickson R. Nascimento,João P. M. Ferreira,CTD
Erickson R. Nascimento,Renato Martins,CTD
João P. M. Ferreira,Renato Martins,CTD
Carlos Figueiredo,Wilson Neto,SBCUP
Fabiano Oliveira,Jorge Goulart,WEI
Fabiano Oliveira,Paulo Pinto,WEI
Jorge Goulart,Paulo Pinto,WEI
José Augusto Fabri,Marco Aurélio Graciotto Silva,WEI
José Augusto Fabri,Yuri Rafael Grajefe Feitosa,WEI
Marco Aurélio Graciotto Silva,Yuri Rafael Grajefe Feitosa,WEI
André Luiz de O. Cezário,Dayvson Sales,SEMISH
André Luiz de O. Cezário,Fábio J. Coutinho,SEMISH
André Luiz de O. Cezário,John Davi D. C. Pires,SEMISH
André Luiz de O. Cezário,Rebeca de Jesus Brandão,SEMISH
André Luiz de O. Cezário,Samuel Lucas V. L. Barbosa,SEMISH
André Luiz de O. Cezário,Victor Accete,SEMISH
André Luiz de O. Cezário,Wagner Fontes,SEMISH
Dayvson Sales,Fábio J. Coutinho,SEMISH
Dayvson Sales,John Davi D. C. Pires,SEMISH
Dayvson Sales,Rebeca de Jesus Brandão,SEMISH
Dayvson Sales,Samuel Lucas V. L. Barbosa,SEMISH
Dayvson Sales,Victor Accete,SEMISH
Dayvson Sales,Wagner Fontes,SEMISH
Fábio J. Coutinho,John Davi D. C. Pires,SEMISH
Fábio J. Coutinho,Rebeca de Jesus Brandão,SEMISH
Fábio J. Coutinho,Samuel Lucas V. L. Barbosa,SEMISH
Fábio J. Coutinho,Victor Accete,SEMISH
Fábio J. Coutinho,Wagner Fontes,SEMISH
John Davi D. C. Pires,Rebeca de Jesus Brandão,SEMISH
John Davi D. C. Pires,Samuel Lucas V. L. Barbosa,SEMISH
John Davi D. C. Pires,Victor Accete,SEMISH
John Davi D. C. Pires,Wagner Fontes,SEMISH
Rebeca de Jesus Brandão,Samuel Lucas V. L. Barbosa,SEMISH
Rebeca de Jesus Brandão,Victor Accete,SEMISH
Rebeca de Jesus Brandão,Wagner Fontes,SEMISH
Samuel Lucas V. L. Barbosa,Victor Accete,SEMISH
Samuel Lucas V. L. Barbosa,Wagner Fontes,SEMISH
Victor Accete,Wagner Fontes,SEMISH
Luís Barbosa,Roberta Fagundes,WEI
Rita C. G. Berardi,Sílvia Amélia Bim,WIT
Adrianne Veras de Almeida,Adrielle Veras de Almeida,WEI
Adrianne Veras de Almeida,Fabíola Pantoja O. Araújo,WEI
Adrielle Veras de Almeida,Fabíola Pantoja O. Araújo,WEI
Amanda Maria D. de Oliveira,Flávia Roldan Viana,WEI
Amanda Maria D. de Oliveira,Gabriel Vieira Barreto,WEI
Flávia Roldan Viana,Gabriel Vieira Barreto,WEI
Fabíola Pantoja O. Araújo,Geisiane de Souza Matos,WEI
Fabíola Pantoja O. Araújo,Josivaldo S. Araújo,WEI
Fabíola Pantoja O. Araújo,Sandy Hiorrana L. Farias,WEI
Fabíola Pantoja O. Araújo,Sara M. Silva,WEI
Geisiane de Souza Matos,Josivaldo S. Araújo,WEI
Geisiane de Souza Matos,Sandy Hiorrana L. Farias,WEI
Geisiane de Souza Matos,Sara M. Silva,WEI
Josivaldo S. Araújo,Sandy Hiorrana L. Farias,WEI
Josivaldo S. Araújo,Sara M. Silva,WEI
Sandy Hiorrana L. Farias,Sara M. Silva,WEI
Eduardo Oliveira,Roberto Bittencourt,WEI
Ana Iza Alencar,Anna Beatriz Marques,WIT
Ana Iza Alencar,Karina Castelo Branco,WIT
Ana Iza Alencar,Maria Victória Fiori,WIT
Ana Iza Alencar,Valéria Maria Pinheiro,WIT
Anna Beatriz Marques,Karina Castelo Branco,WIT
Anna Beatriz Marques,Maria Victória Fiori,WIT
Anna Beatriz Marques,Valéria Maria Pinheiro,WIT
Karina Castelo Branco,Maria Victória Fiori,WIT
Karina Castelo Branco,Valéria Maria Pinheiro,WIT
Maria Victória Fiori,Valéria Maria Pinheiro,WIT
Adauto Filho,Bruno Santos,WEI
Adauto Filho,Franciely Souza,WEI
Adauto Filho,Hígor Santos,WEI
Adauto Filho,Irandir Amorim,WEI
Adauto Filho,Maria Silva,WEI
Bruno Santos,Franciely Souza,WEI
Bruno Santos,Hígor Santos,WEI
Bruno Santos,Irandir Amorim,WEI
Bruno Santos,Maria Silva,WEI
Franciely Souza,Hígor Santos,WEI
Franciely Souza,Irandir Amorim,WEI
Franciely Souza,Maria Silva,WEI
Hígor Santos,Irandir Amorim,WEI
Hígor Santos,Maria Silva,WEI
Irandir Amorim,Maria Silva,WEI
José Cunha,Juliana Saraiva,WEI
José Cunha,Wellington Lemos,WEI
Juliana Saraiva,Wellington Lemos,WEI
Geber Lisboa Ramalho,Rodrigo Pessoa Medeiros,WEI
Geber Lisboa Ramalho,Taciana Pontual Falcão,WEI
Rodrigo Pessoa Medeiros,Taciana Pontual Falcão,WEI
Adriano H. Braga,Alexandre F. Lopes,WEI
Adriano H. Braga,Thalia S. Santana,WEI
Alexandre F. Lopes,Thalia S. Santana,WEI
Adão Caron Cambraia,Márcia Adriana Rosmann,WEI
Adão Caron Cambraia,Pietro Matheus Bompet Fontoura Alves,WEI
Márcia Adriana Rosmann,Pietro Matheus Bompet Fontoura Alves,WEI
Douglas Lima,Igor Dantas,WEI
Douglas Lima,Jose Neto,WEI
Douglas Lima,Lourival Neto,WEI
Douglas Lima,Lucas Silva,WEI
Douglas Lima,Thaíse Costa,WEI
Igor Dantas,Jose Neto,WEI
Igor Dantas,Lourival Neto,WEI
Igor Dantas,Lucas Silva,WEI
Igor Dantas,Thaíse Costa,WEI
Jose Neto,Lourival Neto,WEI
Jose Neto,Lucas Silva,WEI
Jose Neto,Thaíse Costa,WEI
Lourival Neto,Lucas Silva,WEI
Lourival Neto,Thaíse Costa,WEI
Lucas Silva,Thaíse Costa,WEI
José Henrique R. Cruz,Maurício Arimoto,WEI
Gabriela Aguiar,Lailson Menezes,WEI
Aline Amaral,André F. R. Cordeiro,WEI
Aline Amaral,Edson OliveiraJr,WEI
Aline Amaral,João Choma Neto,WEI
Aline Amaral,Simone R. S. Souza,WEI
Aline Amaral,Thelma E. Colanzi,WEI
André F. R. Cordeiro,Edson OliveiraJr,WEI
André F. R. Cordeiro,João Choma Neto,WEI
André F. R. Cordeiro,Simone R. S. Souza,WEI
André F. R. Cordeiro,Thelma E. Colanzi,WEI
Edson OliveiraJr,João Choma Neto,WEI
Edson OliveiraJr,Simone R. S. Souza,WEI
Edson OliveiraJr,Thelma E. Colanzi,WEI
João Choma Neto,Simone R. S. Souza,WEI
João Choma Neto,Thelma E. Colanzi,WEI
Simone R. S. Souza,Thelma E. Colanzi,WEI
Camila Gusmão,Karla Figueiredo,SEMISH
Camila Gusmão,Walkir A. T. Brito,SEMISH
Karla Figueiredo,Walkir A. T. Brito,SEMISH
André Manzano,Lohana Santos,WIT
André Manzano,Roger Resmini,WIT
André Manzano,Soraia Prietch,WIT
André Manzano,Tamyres Souza,WIT
André Manzano,Waine Júnior,WIT
André Manzano,Ângela Farias,WIT
Lohana Santos,Roger Resmini,WIT
Lohana Santos,Soraia Prietch,WIT
Lohana Santos,Tamyres Souza,WIT
Lohana Santos,Waine Júnior,WIT
Lohana Santos,Ângela Farias,WIT
Roger Resmini,Soraia Prietch,WIT
Roger Resmini,Tamyres Souza,WIT
Roger Resmini,Waine Júnior,WIT
Roger Resmini,Ângela Farias,WIT
Soraia Prietch,Tamyres Souza,WIT
Soraia Prietch,Waine Júnior,WIT
Soraia Prietch,Ângela Farias,WIT
Tamyres Souza,Waine Júnior,WIT
Tamyres Souza,Ângela Farias,WIT
Waine Júnior,Ângela Farias,WIT
Carlos Figueiredo,Lahis Almeida,SBCUP
Carlos Figueiredo,Wilson Neto,SBCUP
Lahis Almeida,Wilson Neto,SBCUP
Adilson Costa,Bruno Martini,SBCUP
Adilson Costa,Gilson Helfer,SBCUP
Adilson Costa,Jorge Barbosa,SBCUP
Adilson Costa,Ronaldo Santos,SBCUP
Bruno Martini,Gilson Helfer,SBCUP
Bruno Martini,Jorge Barbosa,SBCUP
Bruno Martini,Ronaldo Santos,SBCUP
Gilson Helfer,Jorge Barbosa,SBCUP
Gilson Helfer,Ronaldo Santos,SBCUP
Jorge Barbosa,Ronaldo Santos,SBCUP
Flávio K. Miyazawa,Matheus J. Ota,CTD
Flávio K. Miyazawa,Phablo F. S. Moura,CTD
Matheus J. Ota,Phablo F. S. Moura,CTD
André Lemos,Haroldo Amaral,WEI
André Lemos,Lilian Pereira Teixeira,WEI
André Lemos,Marcia Kniphoff da Cruz,WEI
André Lemos,Rozelma França,WEI
André Lemos,Wilk Oliveira,WEI
Haroldo Amaral,Lilian Pereira Teixeira,WEI
Haroldo Amaral,Marcia Kniphoff da Cruz,WEI
Haroldo Amaral,Rozelma França,WEI
Haroldo Amaral,Wilk Oliveira,WEI
Lilian Pereira Teixeira,Marcia Kniphoff da Cruz,WEI
Lilian Pereira Teixeira,Rozelma França,WEI
Lilian Pereira Teixeira,Wilk Oliveira,WEI
Marcia Kniphoff da Cruz,Rozelma França,WEI
Marcia Kniphoff da Cruz,Wilk Oliveira,WEI
Rozelma França,Wilk Oliveira,WEI
Emanuel Oliveira da Silva,Taciana Pontual Falcão,WEI
Alexandre Scaico,José Samuel Assunção Luz,WEI
Alexandre Scaico,Juliana Aragão,WEI
José Samuel Assunção Luz,Juliana Aragão,WEI
Glauber Ferreira Cintra,Luis Filipe de Lima Sales,ETC
Glauber Ferreira Cintra,Raimundo Azevedo Neto,ETC
Luis Filipe de Lima Sales,Raimundo Azevedo Neto,ETC
Ana Leite,Clara Marques Bodart,WIT
Ana Leite,Gabriel Nascimento,WIT
Ana Leite,Márcia Oliveira,WIT
Ana Leite,Mônica Silva,WIT
Clara Marques Bodart,Gabriel Nascimento,WIT
Clara Marques Bodart,Márcia Oliveira,WIT
Clara Marques Bodart,Mônica Silva,WIT
Gabriel Nascimento,Márcia Oliveira,WIT
Gabriel Nascimento,Mônica Silva,WIT
Márcia Oliveira,Mônica Silva,WIT
André Barreto,Arthur Passos,WEI
André Barreto,Brenno Nascimento,WEI
André Barreto,Davi Viana,WEI
André Barreto,Felipe Silva,WEI
André Barreto,Gabriel Costa,WEI
André Barreto,Luis Rivero,WEI
Arthur Passos,Brenno Nascimento,WEI
Arthur Passos,Davi Viana,WEI
Arthur Passos,Felipe Silva,WEI
Arthur Passos,Gabriel Costa,WEI
Arthur Passos,Luis Rivero,WEI
Brenno Nascimento,Davi Viana,WEI
Brenno Nascimento,Felipe Silva,WEI
Brenno Nascimento,Gabriel Costa,WEI
Brenno Nascimento,Luis Rivero,WEI
Davi Viana,Felipe Silva,WEI
Davi Viana,Gabriel Costa,WEI
Davi Viana,Luis Rivero,WEI
Felipe Silva,Gabriel Costa,WEI
Felipe Silva,Luis Rivero,WEI
Gabriel Costa,Luis Rivero,WEI
Benhur Tessele,Cristian Koliver,WPerformance
Benhur Tessele,Romulo Silva de Oliveira,WPerformance
Cristian Koliver,Romulo Silva de Oliveira,WPerformance
Arilo C. Dias-Neto,Daniel Fernandes,SEMISH
Arilo C. Dias-Neto,Kaio Wagner,SEMISH
Daniel Fernandes,Kaio Wagner,SEMISH
Ivaldir de Farias Junior,Jeferson Vieira,WASHES
Ivaldir de Farias Junior,Valéria Silva,WASHES
Jeferson Vieira,Valéria Silva,WASHES
Hanna Alves,Jerffeson Souza,WEI
Hanna Alves,Levi da Silva,WEI
Jerffeson Souza,Levi da Silva,WEI
Allysson Allex Araújo,Ariádna Miranda,WASHES
Allysson Allex Araújo,Emanuel Coutinho,WASHES
Allysson Allex Araújo,Jerffeson Souza,WASHES
Ariádna Miranda,Emanuel Coutinho,WASHES
Ariádna Miranda,Jerffeson Souza,WASHES
Emanuel Coutinho,Jerffeson Souza,WASHES
Fábio Protti,Lorrana F. de Castro,ETC
Fábio Protti,Rodolfo A. de Oliveira,ETC
Lorrana F. de Castro,Rodolfo A. de Oliveira,ETC
Aleffer Rocha,Leandro M. Zatesko,ETC
Aleffer Rocha,Sheila M. Almeida,ETC
Leandro M. Zatesko,Sheila M. Almeida,ETC
Ecivaldo Matos,Jean Rosa,WEI
Ecivaldo Matos,Luana Carneiro,WEI
Ecivaldo Matos,Marlo Souza,WEI
Ecivaldo Matos,Murilo Souza,WEI
Jean Rosa,Luana Carneiro,WEI
Jean Rosa,Marlo Souza,WEI
Jean Rosa,Murilo Souza,WEI
Luana Carneiro,Marlo Souza,WEI
Luana Carneiro,Murilo Souza,WEI
Marlo Souza,Murilo Souza,WEI
Heyder Vágner Ramos,Marize Lyra Silva Passos,ENCompIF
Heyder Vágner Ramos,Márcia Oliveira,ENCompIF
Heyder Vágner Ramos,Rodolfo dos Reis Fontes Novais,ENCompIF
Marize Lyra Silva Passos,Márcia Oliveira,ENCompIF
Marize Lyra Silva Passos,Rodolfo dos Reis Fontes Novais,ENCompIF
Márcia Oliveira,Rodolfo dos Reis Fontes Novais,ENCompIF
Carla Verônica Marques,Carlo Oliveira,SEMISH
Carla Verônica Marques,Claudia Motta,SEMISH
Carlo Oliveira,Claudia Motta,SEMISH
Fabiano Oliveira,Flavia Bonomo-Braberman,ETC
Fabiano Oliveira,Jayme L. Szwarcfiter,ETC
Fabiano Oliveira,Moysés Sampaio Jr,ETC
Flavia Bonomo-Braberman,Jayme L. Szwarcfiter,ETC
Flavia Bonomo-Braberman,Moysés Sampaio Jr,ETC
Jayme L. Szwarcfiter,Moysés Sampaio Jr,ETC
Cláudia Linhares Sales,Efraim Rodrigues,ETC
Elisângela Dias,Talita Ferreira,WIT
Joslaine Cristina J. de Freitas,Marcos Wagner de Souza Ribeiro,WIT
Joslaine Cristina J. de Freitas,Tamara Cristina Ferreira,WIT
Marcos Wagner de Souza Ribeiro,Tamara Cristina Ferreira,WIT
Fábio Botler,Lucas Colucci,ETC
Fábio Botler,Yoshiharu Kohayakawa,ETC
Lucas Colucci,Yoshiharu Kohayakawa,ETC
Bruna Oenning Amador,Lara Morgado da Silva Santos,WIT
Bruna Oenning Amador,Mayara Dal Vesco Hoger,WIT
Bruna Oenning Amador,Patrícia Abe Turato,WIT
Bruna Oenning Amador,Rita Cristina Galarraga Berardi,WIT
Bruna Oenning Amador,Silvia Amelia Bim,WIT
Lara Morgado da Silva Santos,Mayara Dal Vesco Hoger,WIT
Lara Morgado da Silva Santos,Patrícia Abe Turato,WIT
Lara Morgado da Silva Santos,Rita Cristina Galarraga Berardi,WIT
Lara Morgado da Silva Santos,Silvia Amelia Bim,WIT
Mayara Dal Vesco Hoger,Patrícia Abe Turato,WIT
Mayara Dal Vesco Hoger,Rita Cristina Galarraga Berardi,WIT
Mayara Dal Vesco Hoger,Silvia Amelia Bim,WIT
Patrícia Abe Turato,Rita Cristina Galarraga Berardi,WIT
Patrícia Abe Turato,Silvia Amelia Bim,WIT
Rita Cristina Galarraga Berardi,Silvia Amelia Bim,WIT
Almir de Oliveira Costa Junior,Lucimara Cruz de Souza,WEI
Antonio C. Oliveira Jr,Daniel S. Souza,SEMISH
Antonio C. Oliveira Jr,Diego L. Cardoso,SEMISH
Antonio C. Oliveira Jr,Igor W. A. Falcão,SEMISH
Antonio C. Oliveira Jr,Marcos C. R. Seruffo,SEMISH
Antonio C. Oliveira Jr,Paulo H. A. Pereira,SEMISH
Antonio C. Oliveira Jr,Rafael F. Vieira,SEMISH
Daniel S. Souza,Diego L. Cardoso,SEMISH
Daniel S. Souza,Igor W. A. Falcão,SEMISH
Daniel S. Souza,Marcos C. R. Seruffo,SEMISH
Daniel S. Souza,Paulo H. A. Pereira,SEMISH
Daniel S. Souza,Rafael F. Vieira,SEMISH
Diego L. Cardoso,Igor W. A. Falcão,SEMISH
Diego L. Cardoso,Marcos C. R. Seruffo,SEMISH
Diego L. Cardoso,Paulo H. A. Pereira,SEMISH
Diego L. Cardoso,Rafael F. Vieira,SEMISH
Igor W. A. Falcão,Marcos C. R. Seruffo,SEMISH
Igor W. A. Falcão,Paulo H. A. Pereira,SEMISH
Igor W. A. Falcão,Rafael F. Vieira,SEMISH
Marcos C. R. Seruffo,Paulo H. A. Pereira,SEMISH
Marcos C. R. Seruffo,Rafael F. Vieira,SEMISH
Paulo H. A. Pereira,Rafael F. Vieira,SEMISH
Alesom Zorzi,Celina M. H. de Figueiredo,CTD
Alesom Zorzi,Raphael C. S. Machado,CTD
Celina M. H. de Figueiredo,Raphael C. S. Machado,CTD
Fabrício Benevenuto,Julio C. S. Reis,CTD
Altair O. Santin,Eduardo K. Viegas,CTD
Abner M. C. Araújo,Manuel M. Oliveira Neto,CTD
Daniel O. Martínez-Rivillas,Ruy J. G. B. de Queiroz,ETC
Alice Fonseca Finger,Aline Vieira de Mello,WIT
Alice Fonseca Finger,Amanda Meincke Melo,WIT
Alice Fonseca Finger,Letícia Gindri,WIT
Aline Vieira de Mello,Amanda Meincke Melo,WIT
Aline Vieira de Mello,Letícia Gindri,WIT
Amanda Meincke Melo,Letícia Gindri,WIT
Adenauer Yamin,Roger Machado,SEMISH
Adenauer Yamin,Rogério Albandes,SEMISH
Roger Machado,Rogério Albandes,SEMISH
Aline Paes,Gerson Zaverucha,CTD
Aline Paes,Rodrigo Azevedo Santos,CTD
Gerson Zaverucha,Rodrigo Azevedo Santos,CTD
Anna Beatriz Marques,Ariany Almeida Maia,WIT
Anna Beatriz Marques,Jacilane de H. Rabelo,WIT
Anna Beatriz Marques,Lauana Maria C. de Oliveira,WIT
Anna Beatriz Marques,Maria Elanne M. Rodrigues,WIT
Anna Beatriz Marques,Maria Victoria S. Fiori,WIT
Anna Beatriz Marques,Marina da S. Rocha,WIT
Anna Beatriz Marques,Victoria Gabriella R. Pereira,WIT
Ariany Almeida Maia,Jacilane de H. Rabelo,WIT
Ariany Almeida Maia,Lauana Maria C. de Oliveira,WIT
Ariany Almeida Maia,Maria Elanne M. Rodrigues,WIT
Ariany Almeida Maia,Maria Victoria S. Fiori,WIT
Ariany Almeida Maia,Marina da S. Rocha,WIT
Ariany Almeida Maia,Victoria Gabriella R. Pereira,WIT
Jacilane de H. Rabelo,Lauana Maria C. de Oliveira,WIT
Jacilane de H. Rabelo,Maria Elanne M. Rodrigues,WIT
Jacilane de H. Rabelo,Maria Victoria S. Fiori,WIT
Jacilane de H. Rabelo,Marina da S. Rocha,WIT
Jacilane de H. Rabelo,Victoria Gabriella R. Pereira,WIT
Lauana Maria C. de Oliveira,Maria Elanne M. Rodrigues,WIT
Lauana Maria C. de Oliveira,Maria Victoria S. Fiori,WIT
Lauana Maria C. de Oliveira,Marina da S. Rocha,WIT
Lauana Maria C. de Oliveira,Victoria Gabriella R. Pereira,WIT
Maria Elanne M. Rodrigues,Maria Victoria S. Fiori,WIT
Maria Elanne M. Rodrigues,Marina da S. Rocha,WIT
Maria Elanne M. Rodrigues,Victoria Gabriella R. Pereira,WIT
Maria Victoria S. Fiori,Marina da S. Rocha,WIT
Maria Victoria S. Fiori,Victoria Gabriella R. Pereira,WIT
Marina da S. Rocha,Victoria Gabriella R. Pereira,WIT
Flávio Rocha,Évelynn Rosa,WPerformance
Artur Ziviani,Felipe Abrahão,ETC
Artur Ziviani,Klaus Wehmuth,ETC
Felipe Abrahão,Klaus Wehmuth,ETC
Alice F. Finger,Aline Vieira de Mello,WIT
Alice F. Finger,Andréa S. Bordin,WIT
Alice F. Finger,Letícia Gindri,WIT
Aline Vieira de Mello,Andréa S. Bordin,WIT
Aline Vieira de Mello,Letícia Gindri,WIT
Andréa S. Bordin,Letícia Gindri,WIT
Cristina Fernandes,Rafael Pocai,ETC
Adriane C. A. da Silva,Luciano T. E. Pansanato,WEI
Alexander Decker de Souza,Luiz Filipe Menezes Vieira,CTD
Alexander Decker de Souza,Marcos Augusto Menezes Vieira,CTD
Luiz Filipe Menezes Vieira,Marcos Augusto Menezes Vieira,CTD
Adenauer Yamin,Patrick Fernandes,SEMISH
Adenauer Yamin,Renata Reiser,SEMISH
Adenauer Yamin,Renato Dilli,SEMISH
Patrick Fernandes,Renata Reiser,SEMISH
Patrick Fernandes,Renato Dilli,SEMISH
Renata Reiser,Renato Dilli,SEMISH
Carlos Alberto V. Campos,Elton F. de S. Soares,WPerformance
Carlos Alberto V. Campos,Leonardo Teteo,WPerformance
Carlos Alberto V. Campos,Pedro Moura,WPerformance
Elton F. de S. Soares,Leonardo Teteo,WPerformance
Elton F. de S. Soares,Pedro Moura,WPerformance
Leonardo Teteo,Pedro Moura,WPerformance
Renato M. de Moraes,Vandenberg B. da Paixão,WPerformance
Fabio Augusto Faria,Matheus Macedo Leonardo,CTIC
Carlo Kleber da Silva Rodrigues,Vladimir Emiliano Moreira Rocha,WPerformance
Brena Santos,Francisco Airton Silva,WPerformance
Brena Santos,Patricia Takako Endo,WPerformance
Francisco Airton Silva,Patricia Takako Endo,WPerformance
Amanda Rodrigues,Juliana Saraiva,WASHES
Amanda Rodrigues,Vanessa Dantas,WASHES
Juliana Saraiva,Vanessa Dantas,WASHES
Alessandra Cardoso Figueredo,Cibele Da Silva Alves,WEI
